Time [s],Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm],CO [l/min],CI [l/min/m^2],SV [ml],SI [ml/m^2],SVR [dyn*s/cm^5],SVRI [dyn*s*m^2/cm^5],PPV [%],SVV [%],NBP Sys [mmHg],NBP Dia [mmHg],Event,CO cal [l/min],Height Offset [cm],CVP [mmHg]
979.37,124,67,53,0,,,,,,,,16,,,,,,
980.2,129,109,97,75,,,,,,,,16,,,,,,
981.04,129,111,101,71,,,,,,,,16,,,,,,
981.87,134,113,101,71,,,,,,,,16,,,,,,
982.72,140,113,100,70,,,,,,,,16,,,,,,
983.61,141,115,105,67,,,,,,,,16,,,,,,
984.44,142,115,103,71,,,,,,,,16,,,,,,
985.28,144,114,100,71,,,,,,,,16,,,,,,
986.15,144,115,101,70,,,,,,,,16,,,,,,
986.99,146,116,103,71,,,,,,,,16,,,,,,
987.85,147,115,101,70,,,,,,,,16,,,,,,
988.76,144,114,100,66,,,,,,,,16,,,,,,
989.65,142,113,100,67,,,,,,,,16,,,,,,
990.52,149,112,98,67,,,,,,,,16,,,,,,
991.46,138,110,97,66,,,,,,,,16,,,,,,
992.33,138,110,98,68,,,,,,,,16,,,,,,
993.18,140,110,96,71,,,,,,,,16,,,,,,
994.05,139,110,96,69,,,,,,,,16,,,,,,
994.91,137,109,97,70,,,,,,,,16,,,,,,
995.74,139,109,96,72,,,,,,,14,16,,,,,,
996.58,139,110,94,71,,,,,,,14,16,,,,,,
997.46,137,109,95,69,,,,,,,14,16,,,,,,
998.29,139,110,96,71,,,,,,,14,16,,,,,,
999.17,138,109,94,69,,,,,,,14,16,,,,,,
999.96,138,111,96,75,,,,,,,14,16,,,,,,
1000.71,136,110,96,80,,,,,,,14,16,,,,,,
1001.22,,,,,,,,,,,,,129,69,internal,,,
1001.55,135,104,90,72,,,,,,,14,16,,,,,,
1002.43,129,101,88,68,,,,,,,14,16,,,,,,
1003.26,128,99,86,72,,,,,,,10,16,,,,,,
1004.06,129,100,86,74,,,,,,,10,16,,,,,,
1004.92,131,101,87,71,,,,,,,10,16,,,,,,
1005.8,131,102,87,68,,,,,,,10,16,,,,,,
1006.67,131,101,89,68,,,,,,,10,16,,,,,,
1007.53,130,100,87,71,,,,,,,10,16,,,,,,
1008.4,130,100,85,68,,,,,,,10,16,,,,,,
1009.3,132,102,88,67,,,,,,,10,16,,,,,,
1010.17,130,102,91,69,,,,,,,10,16,,,,,,
1011,133,103,90,72,,,,,,,10,16,,,,,,
1011.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1011.86,133,103,90,72,,,,,,,10,16,,,,,,
1012.76,133,103,90,67,,,,,,,10,16,,,,,,
1013.64,133,103,90,68,,,,,,,10,16,,,,,,
1014.48,133,103,90,71,,,,,,,10,16,,,,,,
1015.34,133,103,90,70,,,,,,,10,16,,,,,,
1016.22,133,103,90,68,,,,,,,10,16,,,,,,
1017.08,134,106,90,72,,,,,,,10,16,,,,,,
1017.95,134,103,86,72,,,,,,,10,16,,,,,,
1018.82,133,103,87,72,,,,,,,10,16,,,,,,
1019.69,132,101,87,69,,,,,,,10,16,,,,,,
1020.55,133,101,87,71,,,,,,,10,16,,,,,,
1021.41,133,102,87,70,,,,,,,10,16,,,,,,
1022.28,131,101,86,68,,,,,,,10,16,,,,,,
1023.13,130,101,86,71,,,,,,,10,16,,,,,,
1023.98,132,101,86,71,,,,,,,9,16,,,,,,
1024.12,,,,,,,,,,,,,,,NBPcal,,,
1024.85,129,89,68,68,,,,,,,9,,,,,,,
1025.73,127,88,69,69,,,,,,,9,,,,,,,
1026.61,127,87,68,68,,,,,,,9,,,,,,,
1027.5,126,86,65,67,,,,,,,9,,,,,,,
1028.33,129,88,71,71,,,,,,,9,,,,,,,
1029.15,127,88,68,73,,,,,,,9,,,,,,,
1030.01,129,89,68,70,,,,,,,9,,,,,,,
1030.89,129,92,72,69,,,,,,,9,,,,,,,
1031.73,131,93,72,71,,,,,,,9,,,,,,,
1032.58,130,92,70,71,,,,,,,9,,,,,,,
1033.49,130,91,70,66,,,,,,,9,,,,,,,
1034.36,129,91,70,69,,,,,,,9,,,,,,,
1035.26,128,88,67,66,,,,,,,9,,,,,,,
1036.16,124,86,66,67,,,,,,,9,,,,,,,
1037.01,126,86,66,71,,,,,,,9,,,,,,,
1037.88,124,85,65,70,,,,,,,9,,,,,,,
1038.73,125,86,67,70,,,,,,,9,,,,,,,
1039.52,128,91,70,75,,,,,,,6,,,,,,,
1040.36,129,92,70,71,,,,,,,6,14,,,,,,
1041.24,128,91,70,68,,,,,,,6,14,,,,,,
1042.09,124,88,69,71,,,,,,,6,14,,,,,,
1042.95,124,86,65,71,,,,,,,6,14,,,,,,
1043.83,123,86,65,67,,,,,,,6,14,,,,,,
1044.74,123,85,66,66,,,,,,,6,14,,,,,,
1045.6,123,85,65,70,6.8,3.8,99,55,947,1697,6,14,,,,,,
1046.47,125,85,65,68,6.8,3.8,99,55,947,1697,6,14,,,,,,
1047.37,123,85,65,67,6.8,3.8,99,55,947,1697,6,14,,,,,,
1048.23,124,85,67,70,6.8,3.8,99,55,947,1697,6,14,,,,,,
1049.08,124,85,66,71,6.8,3.8,99,55,947,1697,5,14,,,,,,
1049.96,125,86,66,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1050.82,127,88,71,70,6.8,3.8,99,55,947,1697,5,16,,,,,,
1051.65,129,90,70,71,6.8,3.8,99,55,947,1697,5,16,,,,,,
1052.53,129,91,68,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1052.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1053.47,129,91,68,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1054.33,129,91,68,70,6.8,3.8,99,55,947,1697,5,16,,,,,,
1055.2,129,91,68,69,6.8,3.8,99,55,947,1697,5,16,,,,,,
1056.1,129,91,68,67,6.8,3.8,99,55,947,1697,5,16,,,,,,
1056.95,129,91,68,71,6.8,3.8,99,55,947,1697,5,16,,,,,,
1057.82,137,106,73,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1058.65,129,92,72,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1059.45,119,89,69,68,6.8,3.8,99,55,947,1697,5,16,,,,,,
1060.12,121,94,74,88,6.8,3.8,99,55,947,1697,5,16,,,,,,
1060.78,118,88,68,91,6.8,3.8,99,55,947,1697,5,16,,,,,,
1061.47,112,86,61,88,6.8,3.8,99,55,947,1697,5,16,,,,,,
1062.18,117,89,65,82,6.8,3.8,99,55,947,1697,5,16,,,,,,
1062.9,117,89,66,83,6.8,3.8,99,55,947,1697,5,16,,,,,,
1063.62,115,87,65,86,6.8,3.8,99,55,947,1697,5,16,,,,,,
1064.29,111,82,61,90,6.8,3.8,99,55,947,1697,5,16,,,,,,
1064.99,107,77,56,84,6.8,3.8,99,55,947,1697,7,16,,,,,,
1065.79,102,70,48,76,7.7,4.3,100,56,816,1462,7,16,,,,,,
1066.6,99,67,45,73,7.7,4.3,100,56,816,1462,7,16,,,,,,
1067.43,96,65,44,73,7.7,4.3,100,56,816,1462,7,16,,,,,,
1068.22,96,65,44,77,7.7,4.3,100,56,816,1462,7,16,,,,,,
1069.02,98,68,45,75,7.7,4.3,100,56,816,1462,7,16,,,,,,
1069.85,99,69,47,72,7.7,4.3,100,56,816,1462,7,16,,,,,,
1070.69,98,68,46,71,7.7,4.3,100,56,816,1462,7,16,,,,,,
1071.55,95,65,44,71,7.7,4.3,100,56,816,1462,7,16,,,,,,
1072.39,96,65,44,70,7.7,4.3,100,56,816,1462,7,14,,,,,,
1073.24,95,65,44,71,7.7,4.3,100,56,816,1462,7,14,,,,,,
1074.1,97,66,44,71,7.7,4.3,100,56,816,1462,5,14,,,,,,
1074.91,96,69,49,73,7.7,4.3,100,56,816,1462,5,14,,,,,,
1075.69,100,73,51,78,7.7,4.3,100,56,816,1462,5,14,,,,,,
1076.47,101,78,54,77,7.7,4.3,100,56,816,1462,5,14,,,,,,
1077.33,104,79,55,71,7.7,4.3,100,56,816,1462,5,14,,,,,,
1078.17,101,77,53,70,7.7,4.3,100,56,816,1462,5,14,,,,,,
1079.07,99,76,51,67,7.7,4.3,100,56,816,1462,5,14,,,,,,
1079.91,100,76,52,70,7.7,4.3,100,56,816,1462,5,14,,,,,,
1080.79,101,75,50,68,7.7,4.3,100,56,816,1462,4,14,,,,,,
1081.71,100,74,47,67,7.7,4.3,100,56,816,1462,4,11,,,,,,
1082.59,99,73,51,67,7.7,4.3,100,56,816,1462,4,11,,,,,,
1083.45,99,72,47,70,7.7,4.3,100,56,816,1462,4,11,,,,,,
1084.34,98,72,46,68,7.7,4.3,100,56,816,1462,4,11,,,,,,
1085.25,102,75,49,67,7.7,4.3,100,56,816,1462,4,11,,,,,,
1086.09,101,75,52,71,8.1,4.5,114,63,627,1123,4,11,,,,,,
1086.95,102,75,50,71,8.1,4.5,114,63,627,1123,4,11,,,,,,
1087.82,101,74,49,68,8.1,4.5,114,63,627,1123,4,11,,,,,,
1088.71,103,74,48,66,8.1,4.5,114,63,627,1123,4,11,,,,,,
1089.59,99,72,47,68,8.1,4.5,114,63,627,1123,4,11,,,,,,
1090.45,101,73,48,70,8.1,4.5,114,63,627,1123,4,11,,,,,,
1091.35,102,73,47,67,8.1,4.5,114,63,627,1123,4,16,,,,,,
1092.23,103,73,49,67,8.1,4.5,114,63,627,1123,4,16,,,,,,
1093.1,102,74,51,71,8.1,4.5,114,63,627,1123,4,16,,,,,,
1093.94,104,74,50,71,8.1,4.5,114,63,627,1123,4,16,,,,,,
1094.82,102,73,49,68,8.1,4.5,114,63,627,1123,4,16,,,,,,
1095.7,105,74,50,68,8.1,4.5,114,63,627,1123,4,16,,,Optimize Signal Quality,,,
1096.58,105,74,50,68,8.1,4.5,114,63,627,1123,4,16,,,,,,
1097.43,105,74,50,71,8.1,4.5,114,63,627,1123,4,16,,,,,,
1098.32,105,74,50,67,8.1,4.5,114,63,627,1123,4,16,,,,,,
1099.17,105,74,50,71,8.1,4.5,114,63,627,1123,4,16,,,,,,
1100.01,105,74,50,71,8.1,4.5,114,63,627,1123,4,16,,,,,,
1100.88,105,74,50,69,8.1,4.5,114,63,627,1123,4,16,,,,,,
1101.74,107,84,54,68,8.1,4.5,114,63,627,1123,4,16,,,,,,
1102.52,111,79,56,68,8.1,4.5,114,63,627,1123,4,16,,,,,,
1103.35,109,78,54,68,8.1,4.5,114,63,627,1123,4,16,,,,,,
1104.22,105,75,50,69,8.1,4.5,114,63,627,1123,4,16,,,,,,
1105.14,106,74,49,65,8.1,4.5,114,63,627,1123,4,16,,,,,,
1106.03,105,72,49,67,8.1,4.5,114,63,627,1123,4,16,,,,,,
1106.9,102,69,48,69,8.1,4.5,119,66,647,1159,4,16,,,,,,
1107.74,103,70,46,71,8.1,4.5,119,66,647,1159,7,16,,,,,,
1108.63,102,72,48,69,8.1,4.5,119,66,647,1159,7,13,,,,,,
1109.48,103,75,53,69,8.1,4.5,119,66,647,1159,7,13,,,,,,
1110.31,105,77,53,71,8.1,4.5,119,66,647,1159,7,13,,,,,,
1111.17,104,78,52,71,8.1,4.5,119,66,647,1159,7,13,,,,,,
1112.04,104,79,54,69,8.1,4.5,119,66,647,1159,7,13,,,,,,
1112.87,104,79,56,71,8.1,4.5,119,66,647,1159,7,13,,,,,,
1113.73,103,77,53,71,8.1,4.5,119,66,647,1159,7,13,,,,,,
1114.61,102,76,50,68,8.1,4.5,119,66,647,1159,7,13,,,,,,
1115.54,101,75,50,66,8.1,4.5,119,66,647,1159,7,13,,,,,,
1116.43,100,73,50,67,8.1,4.5,119,66,647,1159,7,13,,,,,,
1117.32,99,71,46,65,8.1,4.5,119,66,647,1159,7,13,,,,,,
1118.27,100,71,45,65,8.1,4.5,119,66,647,1159,7,13,,,,,,
1119.17,100,71,48,66,8.1,4.5,119,66,647,1159,7,13,,,,,,
1120.04,102,71,47,70,8.1,4.5,119,66,647,1159,7,13,,,,,,
1120.92,100,72,46,68,8.1,4.5,119,66,647,1159,7,17,,,,,,
1121.8,103,74,49,67,8.1,4.5,119,66,647,1159,7,17,,,,,,
1122.67,101,75,52,70,8.1,4.5,119,66,647,1159,7,17,,,,,,
1123.52,103,75,50,70,8.1,4.5,119,66,647,1159,7,17,,,,,,
1124.4,102,75,48,69,8.1,4.5,119,66,647,1159,7,17,,,,,,
1125.25,102,76,54,70,8.1,4.5,119,66,647,1159,7,17,,,,,,
1126.09,98,75,50,73,8.1,4.5,119,66,647,1159,7,17,,,,,,
1126.95,94,75,51,69,7.7,4.3,112,62,697,1249,7,17,,,,,,
1127.81,98,76,50,70,7.7,4.3,112,62,697,1249,7,17,,,,,,
1128.62,100,77,54,76,7.7,4.3,112,62,697,1249,7,16,,,,,,
1129.39,103,77,53,76,7.7,4.3,112,62,697,1249,7,16,,,,,,
1130.13,98,75,53,80,7.7,4.3,112,62,697,1249,7,16,,,,,,
1130.84,101,77,53,86,7.7,4.3,112,62,697,1249,9,16,,,,,,
1131.55,93,69,45,86,7.7,4.3,112,62,697,1249,9,16,,,,,,
1132.31,94,67,45,77,7.7,4.3,112,62,697,1249,9,16,,,,,,
1133.07,92,67,44,80,7.7,4.3,112,62,697,1249,9,16,,,,,,
1133.85,98,71,47,76,7.7,4.3,112,62,697,1249,9,12,,,,,,
1134.7,101,70,45,71,7.7,4.3,112,62,697,1249,9,12,,,,,,
1135.56,96,66,43,71,7.7,4.3,112,62,697,1249,9,12,,,,,,
1136.36,96,66,42,74,7.7,4.3,112,62,697,1249,9,12,,,,,,
1137.18,97,69,46,73,7.7,4.3,112,62,697,1249,9,12,,,Optimize Signal Quality,,,
1138.06,97,69,46,73,7.7,4.3,112,62,697,1249,9,12,,,,,,
1138.97,97,69,46,66,7.7,4.3,112,62,697,1249,9,12,,,,,,
1139.84,97,69,46,69,7.7,4.3,112,62,697,1249,9,12,,,,,,
1140.66,97,69,46,73,7.7,4.3,112,62,697,1249,9,12,,,,,,
1141.52,97,69,46,70,7.7,4.3,112,62,697,1249,9,12,,,,,,
1142.41,97,69,46,67,7.7,4.3,112,62,697,1249,9,12,,,,,,
1143.29,101,73,48,73,7.7,4.3,112,62,697,1249,9,12,,,,,,
1144.16,102,69,47,73,7.7,4.3,112,62,697,1249,9,12,,,,,,
1145.04,104,71,48,73,7.7,4.3,112,62,697,1249,9,12,,,,,,
1145.95,102,70,48,67,7.7,4.3,112,62,697,1249,9,12,,,,,,
1146.81,100,70,48,69,7.7,4.3,112,62,697,1249,9,12,,,,,,
1147.7,103,73,49,68,8.6,4.8,114,64,596,1067,9,12,,,,,,
1148.59,103,72,49,67,8.6,4.8,114,64,596,1067,9,12,,,,,,
1149.46,101,72,50,69,8.6,4.8,114,64,596,1067,9,12,,,,,,
1150.33,105,73,51,69,8.6,4.8,114,64,596,1067,9,12,,,,,,
1151.2,104,74,50,67,8.6,4.8,114,64,596,1067,9,12,,,,,,
1152.11,107,76,54,67,8.6,4.8,114,64,596,1067,9,12,,,,,,
1152.98,106,76,56,69,8.6,4.8,114,64,596,1067,9,12,,,,,,
1153.84,107,76,54,70,8.6,4.8,114,64,596,1067,6,12,,,,,,
1154.72,108,77,56,67,8.6,4.8,114,64,596,1067,6,11,,,,,,
1155.58,108,77,58,71,8.6,4.8,114,64,596,1067,6,11,,,,,,
1156.35,110,80,57,79,8.6,4.8,114,64,596,1067,6,11,,,,,,
1157.11,114,82,60,78,8.6,4.8,114,64,596,1067,6,11,,,,,,
1157.92,117,83,61,74,8.6,4.8,114,64,596,1067,6,11,,,,,,
1158.74,114,80,58,73,8.6,4.8,114,64,596,1067,6,11,,,,,,
1159.58,113,78,57,72,8.6,4.8,114,64,596,1067,6,11,,,,,,
1160.42,110,76,56,70,8.6,4.8,114,64,596,1067,6,11,,,,,,
1161.21,108,76,56,76,8.6,4.8,114,64,596,1067,6,11,,,,,,
1161.99,109,78,57,79,8.6,4.8,114,64,596,1067,6,11,,,,,,
1162.77,110,80,56,76,8.6,4.8,114,64,596,1067,6,15,,,,,,
1163.62,113,81,56,71,8.6,4.8,114,64,596,1067,6,15,,,,,,
1164.49,110,80,55,68,8.6,4.8,114,64,596,1067,6,15,,,,,,
1165.38,109,79,57,68,8.6,4.8,114,64,596,1067,6,15,,,,,,
1166.22,109,80,56,70,8.6,4.8,114,64,596,1067,8,15,,,,,,
1167.14,107,77,53,67,8.6,4.8,114,64,596,1067,8,15,,,,,,
1168.04,107,75,52,66,7.7,4.3,108,60,738,1322,8,15,,,,,,
1168.96,103,72,50,66,7.7,4.3,108,60,738,1322,8,15,,,,,,
1169.81,103,72,51,70,7.7,4.3,108,60,738,1322,8,15,,,,,,
1170.62,105,74,53,72,7.7,4.3,108,60,738,1322,8,15,,,,,,
1171.5,104,75,52,71,7.7,4.3,108,60,738,1322,8,15,,,,,,
1172.37,108,78,56,68,7.7,4.3,108,60,738,1322,8,15,,,,,,
1173.18,108,82,59,73,7.7,4.3,108,60,738,1322,8,15,,,,,,
1174,112,85,61,75,7.7,4.3,108,60,738,1322,8,15,,,,,,
1174.86,111,85,61,70,7.7,4.3,108,60,738,1322,8,15,,,,,,
1175.74,112,85,60,68,7.7,4.3,108,60,738,1322,7,15,,,,,,
1176.63,108,83,58,67,7.7,4.3,108,60,738,1322,7,15,,,,,,
1177.49,109,82,58,70,7.7,4.3,108,60,738,1322,7,15,,,,,,
1178.37,107,80,54,67,7.7,4.3,108,60,738,1322,7,15,,,,,,
1179.28,106,79,55,67,7.7,4.3,108,60,738,1322,7,15,,,,,,
1180.12,107,80,57,71,7.7,4.3,108,60,738,1322,7,15,,,,,,
1181.02,107,79,53,67,7.7,4.3,108,60,738,1322,7,15,,,,,,
1181.94,105,76,51,65,7.7,4.3,108,60,738,1322,7,15,,,,,,
1182.82,103,74,51,68,7.7,4.3,108,60,738,1322,7,15,,,,,,
1183.67,103,74,50,71,7.7,4.3,108,60,738,1322,7,15,,,,,,
1184.53,104,76,51,71,7.7,4.3,108,60,738,1322,7,15,,,,,,
1185.4,106,78,53,69,7.7,4.3,108,60,738,1322,7,15,,,,,,
1186.19,105,81,58,77,7.7,4.3,108,60,738,1322,7,15,,,,,,
1186.9,108,83,60,83,7.7,4.3,108,60,738,1322,7,15,,,,,,
1187.64,106,81,58,80,7.7,4.3,108,60,738,1322,7,15,,,,,,
1188.41,103,80,59,79,7.6,4.2,107,60,758,1358,7,15,,,,,,
1189.17,105,80,58,79,7.6,4.2,107,60,758,1358,7,15,,,,,,
1190.01,104,78,52,71,7.6,4.2,107,60,758,1358,7,15,,,Optimize Signal Quality,,,
1190.87,104,78,52,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1191.73,104,78,52,70,7.6,4.2,107,60,758,1358,7,15,,,,,,
1192.59,104,78,52,70,7.6,4.2,107,60,758,1358,7,15,,,,,,
1193.47,104,78,52,68,7.6,4.2,107,60,758,1358,7,15,,,,,,
1194.34,104,78,52,69,7.6,4.2,107,60,758,1358,7,15,,,,,,
1195.17,104,78,52,72,7.6,4.2,107,60,758,1358,7,15,,,,,,
1195.99,113,93,52,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1196.84,116,81,59,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1197.63,113,81,60,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1198.43,113,82,59,76,7.6,4.2,107,60,758,1358,7,15,,,,,,
1199.28,112,82,58,72,7.6,4.2,107,60,758,1358,7,15,,,,,,
1200.14,110,81,56,69,7.6,4.2,107,60,758,1358,7,15,,,,,,
1200.97,113,82,59,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1201.84,114,82,58,71,7.6,4.2,107,60,758,1358,7,15,,,,,,
1202.7,111,83,57,69,7.6,4.2,107,60,758,1358,7,17,,,,,,
1203.62,112,79,55,65,7.6,4.2,107,60,758,1358,7,17,,,,,,
1204.52,105,71,49,67,7.6,4.2,107,60,758,1358,7,17,,,,,,
1205.36,104,70,50,71,7.6,4.2,107,60,758,1358,7,17,,,,,,
1206.11,107,77,55,80,7.6,4.2,107,60,758,1358,7,17,,,,,,
1206.87,111,83,59,80,7.6,4.2,107,60,758,1358,7,17,,,,,,
1207.68,116,87,62,75,7.6,4.2,107,60,758,1358,7,17,,,,,,
1208.51,116,87,63,71,7.8,4.3,108,60,749,1342,7,17,,,,,,
1209.35,111,86,63,72,7.8,4.3,108,60,749,1342,7,17,,,,,,
1210.24,111,85,58,68,7.8,4.3,108,60,749,1342,7,17,,,,,,
1211.15,109,82,55,66,7.8,4.3,108,60,749,1342,7,17,,,,,,
1212.01,107,80,57,68,7.8,4.3,108,60,749,1342,7,17,,,,,,
1212.85,109,80,55,71,7.8,4.3,108,60,749,1342,9,17,,,,,,
1213.74,105,78,51,69,7.8,4.3,108,60,749,1342,9,17,,,,,,
1214.62,108,79,54,67,7.8,4.3,108,60,749,1342,9,17,,,,,,
1215.46,108,80,55,71,7.8,4.3,108,60,749,1342,9,17,,,,,,
1216.3,108,79,53,71,7.8,4.3,108,60,749,1342,9,17,,,,,,
1217.18,109,78,54,68,7.8,4.3,108,60,749,1342,9,17,,,,,,
1218.03,105,78,55,71,7.8,4.3,108,60,749,1342,9,17,,,,,,
1218.85,109,79,53,73,7.8,4.3,108,60,749,1342,9,17,,,,,,
1219.67,107,80,55,73,7.8,4.3,108,60,749,1342,9,17,,,,,,
1220.43,108,83,61,80,7.8,4.3,108,60,749,1342,9,17,,,,,,
1221.12,110,86,64,86,7.8,4.3,108,60,749,1342,8,17,,,,,,
1221.81,108,86,61,87,7.8,4.3,108,60,749,1342,8,18,,,,,,
1222.52,109,86,64,84,7.8,4.3,108,60,749,1342,8,18,,,,,,
1223.3,107,82,58,77,7.8,4.3,108,60,749,1342,8,18,,,,,,
1224.09,104,79,57,75,7.8,4.3,108,60,749,1342,8,18,,,,,,
1224.86,104,78,55,78,7.8,4.3,108,60,749,1342,8,18,,,,,,
1225.68,102,75,52,73,7.8,4.3,108,60,749,1342,8,18,,,,,,
1226.55,101,72,47,70,7.8,4.3,108,60,749,1342,8,18,,,,,,
1227.32,99,71,50,78,7.8,4.3,108,60,749,1342,8,18,,,,,,
1228.04,100,71,50,83,7.8,4.3,108,60,749,1342,9,18,,,,,,
1228.79,99,68,47,79,8.2,4.6,110,62,705,1263,9,18,,,,,,
1229.56,97,68,47,80,8.2,4.6,110,62,705,1263,9,15,,,,,,
1230.33,90,68,42,80,8.2,4.6,110,62,705,1263,9,15,,,,,,
1231.11,98,70,45,76,8.2,4.6,110,62,705,1263,9,15,,,,,,
1231.92,99,70,46,71,8.2,4.6,110,62,705,1263,9,15,,,,,,
1232.77,94,66,43,71,8.2,4.6,110,62,705,1263,9,15,,,,,,
1233.55,95,68,48,77,8.2,4.6,110,62,705,1263,9,15,,,,,,
1234.33,97,71,49,78,8.2,4.6,110,62,705,1263,9,15,,,,,,
1235.1,98,71,48,76,8.2,4.6,110,62,705,1263,9,15,,,,,,
1235.92,100,71,49,73,8.2,4.6,110,62,705,1263,9,15,,,,,,
1236.72,96,69,47,75,8.2,4.6,110,62,705,1263,9,15,,,,,,
1237.52,101,79,63,76,8.2,4.6,110,62,705,1263,9,15,,,,,,
1238.33,100,74,48,74,8.2,4.6,110,62,705,1263,9,15,,,,,,
1239.14,101,73,52,75,8.2,4.6,110,62,705,1263,9,15,,,,,,
1239.9,96,72,49,79,8.2,4.6,110,62,705,1263,9,15,,,,,,
1240.7,104,77,52,74,8.2,4.6,110,62,705,1263,9,15,,,,,,
1241.55,100,72,49,71,8.2,4.6,110,62,705,1263,9,15,,,,,,
1242.33,98,73,52,78,8.2,4.6,110,62,705,1263,9,15,,,,,,
1243.07,103,80,56,80,8.2,4.6,110,62,705,1263,9,13,,,,,,
1243.86,106,81,57,76,8.2,4.6,110,62,705,1263,9,13,,,,,,
1244.69,103,77,53,72,8.2,4.6,110,62,705,1263,9,13,,,,,,
1245.55,99,71,47,69,8.2,4.6,110,62,705,1263,9,13,,,,,,
1246.41,97,69,49,71,8.2,4.6,110,62,705,1263,9,13,,,,,,
1247.18,99,72,50,78,8.2,4.6,110,62,705,1263,9,13,,,,,,
1247.94,100,76,54,78,8.2,4.6,110,62,705,1263,9,13,,,,,,
1248.76,104,80,56,74,8.2,4.6,110,62,705,1263,9,13,,,,,,
1249.63,102,76,52,71,8.3,4.6,111,62,633,1135,9,13,,,,,,
1250.49,97,69,49,68,8.3,4.6,111,62,633,1135,9,13,,,,,,
1251.28,96,72,50,76,8.3,4.6,111,62,633,1135,9,13,,,,,,
1252.04,99,77,55,78,8.3,4.6,111,62,633,1135,9,12,,,,,,
1252.84,102,77,54,74,8.3,4.6,111,62,633,1135,9,12,,,,,,
1253.72,99,74,49,70,8.3,4.6,111,62,633,1135,9,12,,,Optimize Signal Quality,,,
1254.62,99,74,49,70,8.3,4.6,111,62,633,1135,9,12,,,,,,
1255.54,99,74,49,65,8.3,4.6,111,62,633,1135,9,12,,,,,,
1256.41,99,74,49,69,8.3,4.6,111,62,633,1135,9,12,,,,,,
1257.28,99,74,49,69,8.3,4.6,111,62,633,1135,9,12,,,,,,
1258.1,99,74,49,73,8.3,4.6,111,62,633,1135,9,12,,,,,,
1258.9,99,74,49,75,8.3,4.6,111,62,633,1135,9,12,,,,,,
1259.71,112,85,52,70,8.3,4.6,111,62,633,1135,9,12,,,,,,
1260.56,111,78,54,70,8.3,4.6,111,62,633,1135,9,12,,,,,,
1261.4,106,75,51,70,8.3,4.6,111,62,633,1135,9,12,,,,,,
1262.2,107,77,53,77,8.3,4.6,111,62,633,1135,9,12,,,,,,
1263.01,108,78,52,74,8.3,4.6,111,62,633,1135,9,12,,,,,,
1263.85,109,77,50,71,8.3,4.6,111,62,633,1135,9,12,,,,,,
1264.68,109,77,53,72,8.3,4.6,111,62,633,1135,9,12,,,,,,
1265.5,110,77,53,73,8.3,4.6,111,62,633,1135,9,12,,,,,,
1266.33,108,77,51,72,8.3,4.6,111,62,633,1135,9,12,,,,,,
1267.19,110,76,51,71,8.3,4.6,111,62,633,1135,9,12,,,,,,
1268,109,78,53,73,8.3,4.6,111,62,633,1135,9,12,,,,,,
1268.71,115,91,66,84,8.3,4.6,111,62,633,1135,9,12,,,,,,
1269.46,125,98,72,79,8.3,4.6,111,62,633,1135,12,12,,,,,,
1270.32,122,92,64,70,8,4.5,109,61,721,1292,12,12,,,,,,
1271.23,115,82,58,66,8,4.5,109,61,721,1292,12,12,,,,,,
1272.14,109,74,54,67,8,4.5,109,61,721,1292,12,12,,,,,,
1273.02,97,64,47,67,8,4.5,109,61,721,1292,12,12,,,,,,
1273.86,90,55,41,71,8,4.5,109,61,721,1292,12,12,,,,,,
1274.65,94,59,38,78,8,4.5,109,61,721,1292,12,12,,,,,,
1275.38,114,84,60,83,8,4.5,109,61,721,1292,12,12,,,,,,
1276.12,124,102,84,79,8,4.5,109,61,721,1292,12,12,,,,,,
1277.01,116,93,67,67,8,4.5,109,61,721,1292,12,17,,,,,,
1277.93,109,81,57,66,8,4.5,109,61,721,1292,12,17,,,,,,
1278.83,99,74,51,67,8,4.5,109,61,721,1292,12,17,,,,,,
1279.66,103,79,58,71,8,4.5,109,61,721,1292,12,17,,,,,,
1280.39,105,84,62,83,8,4.5,109,61,721,1292,12,17,,,,,,
1281.12,111,90,65,84,8,4.5,109,61,721,1292,12,17,,,,,,
1281.98,114,88,59,69,8,4.5,109,61,721,1292,12,17,,,,,,
1282.92,109,84,55,64,8,4.5,109,61,721,1292,12,17,,,,,,
1283.82,109,86,61,65,8,4.5,109,61,721,1292,12,17,,,,,,
1284.72,111,85,57,67,8,4.5,109,61,721,1292,16,17,,,,,,
1285.64,108,83,54,65,8,4.5,109,61,721,1292,16,17,,,,,,
