Time [s],Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm],CO [l/min],CI [l/min/m^2],SV [ml],SI [ml/m^2],SVR [dyn*s/cm^5],SVRI [dyn*s*m^2/cm^5],PPV [%],SVV [%],NBP Sys [mmHg],NBP Dia [mmHg],Event,CO cal [l/min],Height Offset [cm],CVP [mmHg]
1923.02,118,82,64,70,,,,,,,20,,,,,,,
1923.88,115,80,61,71,,,,,,,20,,,,,,,
1924.71,113,78,61,72,,,,,,,20,,,,,,,
1925.44,116,82,66,81,,,,,,,20,,,,,,,
1926.15,122,87,67,84,,,,,,,20,,,,,,,
1926.88,123,90,73,82,,,,,,,20,,,,,,,
1927.64,124,90,73,79,,,,,,,20,,,,,,,
1928.41,124,88,73,78,,,,,,,20,,,,,,,
1929.18,122,88,73,78,,,,,,,20,,,,,,,
1929.94,127,88,70,80,,,,,,,20,,,,,,,
1930.64,122,89,76,83,,,,,,,20,,,,,,,
1931.34,125,91,77,87,,,,,,,15,,,,,,,
1932.02,119,91,76,88,,,,,,,15,,,,,,,
1932.66,124,88,74,94,,,,,,,15,,,,,,,
1933.28,125,91,74,97,,,,,,,15,,,,,,,
1933.88,133,98,77,100,,,,,,,15,,,,,,,
1934.51,135,100,78,94,,,,,,,15,,,,,,,
1935.21,136,98,78,87,,,,,,,15,,,,,,,
1935.99,133,94,75,77,,,,,,,15,,,,,,,
1936.74,132,96,76,81,,,,,,,15,,,,,,,
1937.46,134,99,79,83,,,,,,,15,,,,,,,
1938.28,135,95,74,72,,,,,,,15,,,,,,,
1939.16,134,92,70,69,,,,,,,15,,,,,,,
1940.04,131,89,71,67,,,,,,,15,,,,,,,
1940.92,129,87,71,68,,,,,,,15,,,,,,,
1941.78,124,85,68,71,,,,,,,15,,,,,,,
1942.59,126,86,70,73,,,,,,,15,,,,,,,
1943.37,124,86,70,78,6.8,3.8,84,47,984,1763,15,18,,,,,,
1944.12,125,87,72,80,6.8,3.8,84,47,984,1763,15,18,,,,,,
1944.83,126,90,73,84,6.8,3.8,84,47,984,1763,15,18,,,,,,
1945.51,133,96,75,88,6.8,3.8,84,47,984,1763,16,18,,,,,,
1946.23,132,97,77,82,6.8,3.8,84,47,984,1763,16,18,,,,,,
1947.01,130,94,75,77,6.8,3.8,84,47,984,1763,16,18,,,,,,
1947.81,144,97,75,76,6.8,3.8,84,47,984,1763,16,18,,,,,,
1948.67,130,92,70,69,6.8,3.8,84,47,984,1763,16,18,,,,,,
1949.53,130,92,72,70,6.8,3.8,84,47,984,1763,16,18,,,,,,
1950.4,130,91,70,70,6.8,3.8,84,47,984,1763,16,18,,,,,,
1951.28,129,90,69,68,6.8,3.8,84,47,984,1763,16,18,,,,,,
1952.16,127,88,69,68,6.8,3.8,84,47,984,1763,16,18,,,,,,
1953.01,123,86,68,71,6.8,3.8,84,47,984,1763,16,18,,,,,,
1953.76,121,86,69,80,6.8,3.8,84,47,984,1763,16,18,,,,,,
1954.46,122,86,69,84,6.8,3.8,84,47,984,1763,16,18,,,,,,
1955.15,123,89,72,88,6.8,3.8,84,47,984,1763,16,18,,,,,,
1955.85,129,93,72,86,6.8,3.8,84,47,984,1763,10,18,,,,,,
1956.66,131,92,71,74,6.8,3.8,84,47,984,1763,10,18,,,,,,
1957.57,130,90,69,66,6.8,3.8,84,47,984,1763,10,18,,,,,,
1958.51,127,88,67,64,6.8,3.8,84,47,984,1763,10,18,,,,,,
1959.43,125,86,65,65,6.8,3.8,84,47,984,1763,10,18,,,,,,
1960.38,122,83,63,63,6.8,3.8,84,47,984,1763,10,18,,,,,,
1961.28,116,81,65,67,6.8,3.8,84,47,984,1763,10,18,,,,,,
1962.11,120,83,63,72,6.8,3.8,84,47,984,1763,10,18,,,,,,
1962.98,122,85,64,69,6.8,3.8,84,47,984,1763,10,18,,,,,,
1963.89,122,85,65,65,6.8,3.8,92,52,967,1732,10,18,,,,,,
1964.78,118,84,67,67,6.8,3.8,92,52,967,1732,10,18,,,,,,
1965.61,119,85,67,73,6.8,3.8,92,52,967,1732,10,18,,,,,,
1966.46,121,86,65,70,6.8,3.8,92,52,967,1732,10,23,,,,,,
1967.36,120,87,65,67,6.8,3.8,92,52,967,1732,10,23,,,,,,
1968.21,117,87,70,71,6.8,3.8,92,52,967,1732,10,23,,,,,,
1969.02,120,88,69,74,6.8,3.8,92,52,967,1732,12,23,,,,,,
1969.89,120,87,66,69,6.8,3.8,92,52,967,1732,12,23,,,,,,
1970.78,117,86,68,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1971.61,119,86,67,71,6.8,3.8,92,52,967,1732,12,23,,,,,,
1972.51,120,86,64,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1973.44,119,85,64,64,6.8,3.8,92,52,967,1732,12,23,,,,,,
1974.35,116,83,65,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1975.23,119,83,64,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1976.14,118,84,63,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1977.04,118,84,65,66,6.8,3.8,92,52,967,1732,12,23,,,,,,
1977.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1977.95,118,84,65,66,6.8,3.8,92,52,967,1732,12,23,,,,,,
1978.89,118,84,65,64,6.8,3.8,92,52,967,1732,12,23,,,,,,
1979.79,118,84,65,67,6.8,3.8,92,52,967,1732,12,23,,,,,,
1980.7,118,84,65,66,6.8,3.8,92,52,967,1732,12,23,,,,,,
1981.58,118,84,65,68,6.8,3.8,92,52,967,1732,12,23,,,,,,
1982.45,118,84,65,69,6.8,3.8,92,52,967,1732,12,23,,,,,,
1983.38,118,84,65,65,6.8,3.8,92,52,967,1732,12,23,,,,,,
1984.24,116,92,69,66,6.4,3.6,93,52,981,1758,12,23,,,,,,
1985.15,119,87,67,66,6.4,3.6,93,52,981,1758,12,23,,,,,,
1986.1,119,87,68,66,6.4,3.6,93,52,981,1758,12,23,,,,,,
1987.04,116,86,69,63,6.4,3.6,93,52,981,1758,12,23,,,,,,
1987.98,119,86,67,65,6.4,3.6,93,52,981,1758,12,23,,,,,,
1988.92,116,86,68,63,6.4,3.6,93,52,981,1758,12,23,,,,,,
1989.79,116,87,71,69,6.4,3.6,93,52,981,1758,12,23,,,,,,
1990.68,118,88,68,67,6.4,3.6,93,52,981,1758,12,23,,,,,,
1991.62,118,88,69,64,6.4,3.6,93,52,981,1758,12,23,,,,,,
1992.61,116,86,66,62,6.4,3.6,93,52,981,1758,12,23,,,,,,
1993.57,113,84,66,61,6.4,3.6,93,52,981,1758,12,23,,,,,,
1994.47,114,84,66,67,6.4,3.6,93,52,981,1758,12,23,,,,,,
1995.41,115,84,64,65,6.4,3.6,93,52,981,1758,12,18,,,,,,
1996.37,115,84,64,62,6.4,3.6,93,52,981,1758,12,18,,,,,,
1997.27,111,84,67,67,6.4,3.6,93,52,981,1758,12,18,,,,,,
1998.11,113,84,67,71,6.4,3.6,93,52,981,1758,10,18,,,,,,
1999.01,115,84,65,67,6.4,3.6,93,52,981,1758,10,18,,,,,,
1999.95,113,85,67,65,6.4,3.6,93,52,981,1758,10,18,,,,,,
2000.83,115,86,69,68,6.4,3.6,93,52,981,1758,10,18,,,,,,
2001.72,116,86,67,67,6.4,3.6,93,52,981,1758,10,18,,,,,,
2002.66,116,85,65,65,6.4,3.6,93,52,981,1758,10,18,,,,,,
2003.6,113,84,65,64,6.4,3.6,93,52,981,1758,10,18,,,,,,
2004.45,115,85,69,71,6,3.3,91,51,1046,1875,10,18,,,,,,
2005.31,116,86,67,70,6,3.3,91,51,1046,1875,10,17,,,,,,
2006.21,117,87,68,67,6,3.3,91,51,1046,1875,10,17,,,,,,
2007.09,118,88,71,68,6,3.3,91,51,1046,1875,10,17,,,,,,
2007.95,120,89,71,69,6,3.3,91,51,1046,1875,9,17,,,,,,
2008.89,121,88,68,65,6,3.3,91,51,1046,1875,9,17,,,,,,
2009.82,118,87,69,64,6,3.3,91,51,1046,1875,9,17,,,,,,
2010.75,119,86,67,65,6,3.3,91,51,1046,1875,9,17,,,,,,
2011.7,118,85,65,63,6,3.3,91,51,1046,1875,9,17,,,,,,
2012.63,117,86,68,65,6,3.3,91,51,1046,1875,9,17,,,,,,
2013.53,118,86,68,66,6,3.3,91,51,1046,1875,9,17,,,,,,
2014.46,119,87,68,65,6,3.3,91,51,1046,1875,9,17,,,,,,
2015.34,119,89,73,67,6,3.3,91,51,1046,1875,9,17,,,,,,
2016.24,122,91,72,67,6,3.3,91,51,1046,1875,9,17,,,,,,
2017.17,121,92,73,65,6,3.3,91,51,1046,1875,9,17,,,,,,
2018.09,121,92,73,65,6,3.3,91,51,1046,1875,7,17,,,,,,
2019.06,121,90,70,62,6,3.3,91,51,1046,1875,7,17,,,,,,
2020.01,118,89,70,62,6,3.3,91,51,1046,1875,7,17,,,,,,
2020.98,120,87,67,62,6,3.3,91,51,1046,1875,7,17,,,,,,
2021.97,118,86,66,61,6,3.3,91,51,1046,1875,7,16,,,,,,
2022.91,117,86,67,64,6,3.3,91,51,1046,1875,7,16,,,,,,
2023.86,118,86,66,63,6,3.3,91,51,1046,1875,7,16,,,,,,
2024.79,116,87,70,65,5.9,3.3,92,51,1082,1938,7,16,,,,,,
2025.69,119,88,70,67,5.9,3.3,92,51,1082,1938,6,16,,,,,,
2026.62,120,90,70,64,5.9,3.3,92,51,1082,1938,6,16,,,,,,
2027.57,119,90,71,64,5.9,3.3,92,51,1082,1938,6,16,,,,,,
2028.52,119,88,69,62,5.9,3.3,92,51,1082,1938,6,16,,,,,,
2029.5,117,87,68,61,5.9,3.3,92,51,1082,1938,6,14,,,,,,
2030.42,117,88,70,65,5.9,3.3,92,51,1082,1938,6,14,,,,,,
2031.38,118,87,66,62,5.9,3.3,92,51,1082,1938,6,14,,,,,,
2032.35,115,86,68,62,5.9,3.3,92,51,1082,1938,6,14,,,,,,
2033.27,118,87,67,65,5.9,3.3,92,51,1082,1938,7,14,,,,,,
2034.23,117,86,66,63,5.9,3.3,92,51,1082,1938,7,14,,,,,,
2035.2,115,85,66,61,5.9,3.3,92,51,1082,1938,7,14,,,,,,
2036.13,115,85,66,65,5.9,3.3,92,51,1082,1938,7,14,,,,,,
2037.11,116,85,64,62,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2038.06,115,85,66,62,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2039,115,85,66,64,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2039.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
2039.98,115,85,66,64,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2040.94,115,85,66,62,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2041.87,115,85,66,65,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2042.82,115,85,66,63,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2043.74,115,85,66,65,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2044.67,115,85,66,65,5.9,3.3,92,51,1082,1938,7,12,,,,,,
2045.56,107,81,60,64,5.9,3.3,93,52,1081,1936,7,12,,,,,,
2046.48,109,80,60,64,5.9,3.3,93,52,1081,1936,7,12,,,,,,
2047.4,110,80,60,64,5.9,3.3,93,52,1081,1936,7,12,,,,,,
2048.33,109,81,61,65,5.9,3.3,93,52,1081,1936,7,12,,,,,,
2049.27,109,80,59,65,5.9,3.3,93,52,1081,1936,6,12,,,,,,
2050.2,109,80,59,63,5.9,3.3,93,52,1081,1936,6,12,,,,,,
2051.11,109,81,61,66,5.9,3.3,93,52,1081,1936,6,12,,,,,,
2052.05,110,81,59,65,5.9,3.3,93,52,1081,1936,6,12,,,,,,
2052.99,109,81,62,64,5.9,3.3,93,52,1081,1936,6,16,,,,,,
2053.92,110,82,61,65,5.9,3.3,93,52,1081,1936,6,16,,,,,,
2054.86,110,82,60,64,5.9,3.3,93,52,1081,1936,6,16,,,,,,
2055.79,109,82,62,65,5.9,3.3,93,52,1081,1936,6,16,,,,,,
2056.72,110,80,60,64,5.9,3.3,93,52,1081,1936,5,16,,,,,,
2057.66,108,81,60,64,5.9,3.3,93,52,1081,1936,5,16,,,,,,
2058.56,109,81,61,67,5.9,3.3,93,52,1081,1936,5,16,,,,,,
2059.5,109,81,60,65,5.9,3.3,93,52,1081,1936,5,14,,,,,,
2060.39,109,82,63,67,5.9,3.3,93,52,1081,1936,5,14,,,,,,
2061.31,110,82,60,67,5.9,3.3,93,52,1081,1936,5,14,,,,,,
2062.22,109,81,61,65,5.9,3.3,93,52,1081,1936,5,14,,,,,,
2063.12,110,82,63,66,5.9,3.3,93,52,1081,1936,5,14,,,,,,
2064.06,109,80,59,65,5.9,3.3,93,52,1081,1936,6,14,,,,,,
2064.98,108,80,61,65,5.9,3.3,93,52,1081,1936,6,14,,,,,,
2065.92,110,79,58,63,6.4,3.5,98,55,926,1659,6,14,,,,,,
2066.91,107,77,56,61,6.4,3.5,98,55,926,1659,6,15,,,,,,
2067.84,107,77,58,65,6.4,3.5,98,55,926,1659,6,15,,,,,,
2068.74,108,76,56,67,6.4,3.5,98,55,926,1659,6,15,,,,,,
2069.54,108,78,59,74,6.4,3.5,98,55,926,1659,6,15,,,,,,
2070.35,108,79,60,75,6.4,3.5,98,55,926,1659,6,15,,,,,,
2071.16,108,79,62,73,6.4,3.5,98,55,926,1659,6,15,,,,,,
2072,109,81,61,72,6.4,3.5,98,55,926,1659,7,15,,,,,,
2072.92,110,80,59,65,6.4,3.5,98,55,926,1659,7,13,,,,,,
2073.83,109,80,61,66,6.4,3.5,98,55,926,1659,7,13,,,,,,
2074.77,109,78,58,64,6.4,3.5,98,55,926,1659,7,13,,,,,,
2075.73,108,78,57,62,6.4,3.5,98,55,926,1659,7,13,,,,,,
2076.67,107,78,59,65,6.4,3.5,98,55,926,1659,7,13,,,,,,
2077.62,108,77,56,62,6.4,3.5,98,55,926,1659,7,13,,,,,,
2078.6,106,76,55,62,6.4,3.5,98,55,926,1659,7,13,,,,,,
2079.54,107,77,57,63,6.4,3.5,98,55,926,1659,7,13,,,,,,
2080.49,108,77,56,64,6.4,3.5,98,55,926,1659,7,13,,,,,,
2081.4,105,78,61,65,6.4,3.5,98,55,926,1659,7,13,,,,,,
2082.32,108,79,59,66,6.4,3.5,98,55,926,1659,8,13,,,,,,
2083.25,110,81,60,64,6.4,3.5,98,55,926,1659,8,14,,,,,,
2084.18,112,83,63,65,6.4,3.5,98,55,926,1659,8,14,,,,,,
2085.12,113,82,60,64,6.4,3.5,98,55,926,1659,8,14,,,,,,
2086.08,113,81,60,63,6.4,3.6,98,54,892,1598,8,14,,,,,,
2087,112,81,60,64,6.4,3.6,98,54,892,1598,8,14,,,,,,
2087.96,112,80,58,63,6.4,3.6,98,54,892,1598,8,14,,,,,,
2088.92,109,79,58,62,6.4,3.6,98,54,892,1598,8,14,,,,,,
2089.85,110,78,57,64,6.4,3.6,98,54,892,1598,8,14,,,,,,
2090.83,110,79,57,62,6.4,3.6,98,54,892,1598,8,15,,,,,,
2091.75,109,80,60,64,6.4,3.6,98,54,892,1598,8,15,,,,,,
2092.72,112,79,57,62,6.4,3.6,98,54,892,1598,8,15,,,,,,
2093.68,110,79,58,62,6.4,3.6,98,54,892,1598,8,15,,,,,,
2094.63,110,79,58,62,6.4,3.6,98,54,892,1598,8,15,,,,,,
2095.59,110,79,57,63,6.4,3.6,98,54,892,1598,7,15,,,,,,
2096.52,108,80,60,65,6.4,3.6,98,54,892,1598,7,15,,,,,,
2097.44,111,80,59,65,6.4,3.6,98,54,892,1598,7,15,,,,,,
2098.38,110,81,61,65,6.4,3.6,98,54,892,1598,7,14,,,,,,
2099.28,111,84,64,67,6.4,3.6,98,54,892,1598,7,14,,,,,,
2099.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
2100.23,111,84,64,67,6.4,3.6,98,54,892,1598,7,14,,,,,,
2101.17,111,84,64,64,6.4,3.6,98,54,892,1598,7,14,,,,,,
2102.09,111,84,64,65,6.4,3.6,98,54,892,1598,7,14,,,,,,
2103.04,111,84,64,63,6.4,3.6,98,54,892,1598,7,14,,,,,,
2104.02,111,84,64,61,6.4,3.6,98,54,892,1598,7,14,,,,,,
2104.96,111,84,64,64,6.4,3.6,98,54,892,1598,7,14,,,,,,
2105.88,119,85,61,67,6.4,3.6,98,54,892,1598,7,14,,,,,,
2106.82,119,85,66,67,6.4,3.5,100,56,909,1629,7,14,,,,,,
2107.74,120,85,65,67,6.4,3.5,100,56,909,1629,7,14,,,,,,
2108.68,122,87,67,65,6.4,3.5,100,56,909,1629,7,14,,,,,,
2109.6,119,87,67,65,6.4,3.5,100,56,909,1629,7,14,,,,,,
2110.53,121,87,65,65,6.4,3.5,100,56,909,1629,8,14,,,,,,
2111.48,120,86,66,62,6.4,3.5,100,56,909,1629,8,14,,,,,,
2112.38,119,87,67,67,6.4,3.5,100,56,909,1629,8,14,,,,,,
2113.29,119,87,66,66,6.4,3.5,100,56,909,1629,8,14,,,,,,
2114.21,118,86,65,65,6.4,3.5,100,56,909,1629,8,11,,,,,,
2115.09,118,87,69,69,6.4,3.5,100,56,909,1629,8,11,,,,,,
2115.89,119,90,72,75,6.4,3.5,100,56,909,1629,8,11,,,,,,
2116.63,121,92,73,81,6.4,3.5,100,56,909,1629,8,11,,,,,,
2117.43,122,91,72,74,6.4,3.5,100,56,909,1629,8,11,,,,,,
2118.29,121,90,72,71,6.4,3.5,100,56,909,1629,8,11,,,,,,
2119.13,124,90,70,71,6.4,3.5,100,56,909,1629,8,11,,,,,,
2120.04,124,88,67,65,6.4,3.5,100,56,909,1629,8,11,,,,,,
2120.98,121,85,66,64,6.4,3.5,100,56,909,1629,8,11,,,,,,
2121.87,120,85,67,68,6.4,3.5,100,56,909,1629,8,11,,,,,,
2122.77,120,85,64,67,6.4,3.5,100,56,909,1629,8,11,,,,,,
2123.69,119,84,65,65,6.4,3.5,100,56,909,1629,8,11,,,,,,
2124.6,115,82,64,66,6.4,3.5,100,56,909,1629,8,11,,,,,,
2125.48,117,83,63,68,6.4,3.5,100,56,909,1629,8,11,,,,,,
2126.39,116,82,63,67,6.4,3.5,100,56,909,1629,8,11,,,,,,
2127.29,114,81,63,66,6.3,3.5,93,52,1005,1801,8,11,,,,,,
2128.17,115,81,62,68,6.3,3.5,93,52,1005,1801,8,11,,,,,,
2129.08,116,82,62,66,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2130.02,115,81,62,64,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2130.92,115,82,62,67,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2131.85,114,82,62,65,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2132.79,113,81,62,63,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2133.69,113,82,63,67,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2134.62,115,82,61,65,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2135.55,111,80,61,65,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2136.35,113,83,66,74,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2137.12,122,89,65,78,6.3,3.5,93,52,1005,1801,8,14,,,,,,
2137.94,125,93,72,73,6.3,3.5,93,52,1005,1801,8,13,,,,,,
2138.84,124,85,63,67,6.3,3.5,93,52,1005,1801,8,13,,,,,,
